timestamp,Date,Close/Last,Volume,Open,High,Low
1359331200000,01/28/2013,3154.3,--,3149.71,3161.83,3144.89
1359417600000,01/29/2013,3153.66,--,3154.3,3156.94,3133.11
1359504000000,01/30/2013,3142.31,--,3153.66,3164.06,3135.83
1359590400000,01/31/2013,3142.13,--,3142.31,3154.18,3136.82
1359676800000,02/01/2013,3179.1,--,3142.13,3183.14,3154.91
1359936000000,02/04/2013,3131.17,--,3179.1,3169.63,3130.57
1360022400000,02/05/2013,3171.58,--,3131.17,3178.52,3136.82
1360108800000,02/06/2013,3168.48,--,3171.58,3174.82,3157.35
1360195200000,02/07/2013,3165.13,--,3168.48,3170.42,3135.98
1360281600000,02/08/2013,3193.87,--,3165.13,3196.89,3177.18
1360540800000,02/11/2013,3192.0,--,3193.87,3194.01,3182.19
1360627200000,02/12/2013,3186.49,--,3192.0,3196.92,3184.84
1360713600000,02/13/2013,3196.88,--,3186.49,3205.52,3187.06
1360800000000,02/14/2013,3198.66,--,3196.88,3202.33,3182.39
1360886400000,02/15/2013,3192.03,--,3198.66,3206.21,3184.03
1361145600000,02/18/2013,3192.03,--,0.0,0.0,0.0
1361232000000,02/19/2013,3213.59,--,3192.03,3213.6,3194.92
1361318400000,02/20/2013,3164.41,--,3213.59,3213.25,3163.95
1361404800000,02/21/2013,3131.49,--,3164.41,3155.19,3118.62
1361491200000,02/22/2013,3161.82,--,3131.49,3161.82,3139.55
1361750400000,02/25/2013,3116.25,--,3161.82,3186.25,3116.25
1361836800000,02/26/2013,3129.65,--,3116.25,3135.57,3105.36
1361923200000,02/27/2013,3162.26,--,3129.65,3177.8,3127.27
1362009600000,02/28/2013,3160.19,--,3162.26,3182.6,3159.72
1362096000000,03/01/2013,3169.74,--,3160.19,3171.5,3129.4
1362355200000,03/04/2013,3182.03,--,3169.74,3182.27,3154.79
1362441600000,03/05/2013,3224.13,--,3182.03,3227.31,3200.27
1362528000000,03/06/2013,3222.37,--,3224.13,3233.44,3217.67
1362614400000,03/07/2013,3232.09,--,3222.37,3235.1,3221.47
1362700800000,03/08/2013,3244.37,--,3232.09,3248.7,3227.89
1362960000000,03/11/2013,3252.87,--,3244.37,3252.87,3233.67
1363046400000,03/12/2013,3242.32,--,3252.87,3249.78,3229.92
1363132800000,03/13/2013,3245.12,--,3242.32,3251.45,3230.62
1363219200000,03/14/2013,3258.93,--,3245.12,3258.93,3250.24
1363305600000,03/15/2013,3249.07,--,3258.93,3260.62,3242.65
1363564800000,03/18/2013,3237.59,--,3249.07,3249.37,3211.1
1363651200000,03/19/2013,3229.1,--,3237.59,3252.6,3205.42
1363737600000,03/20/2013,3254.19,--,3229.1,3257.99,3240.9
1363824000000,03/21/2013,3222.6,--,3254.19,3237.57,3215.69
1363910400000,03/22/2013,3245.0,--,3222.6,3247.94,3230.86
1364169600000,03/25/2013,3235.3,--,3245.0,3263.63,3222.48
1364256000000,03/26/2013,3252.48,--,3235.3,3252.93,3239.92
1364342400000,03/27/2013,3256.52,--,3252.48,3258.26,3227.02
1364428800000,03/28/2013,3267.52,--,3256.52,3270.3,3253.21
1364515200000,03/29/2013,3267.52,--,0.0,0.0,0.0
1364774400000,04/01/2013,3239.17,--,3267.52,3270.23,3230.57
1364860800000,04/02/2013,3254.86,--,3239.17,3267.93,3245.41
1364947200000,04/03/2013,3218.6,--,3254.86,3260.15,3210.39
1365033600000,04/04/2013,3224.98,--,3218.6,3226.24,3206.02
1365120000000,04/05/2013,3203.86,--,3224.98,3206.21,3168.88
