Date,hashrate
1653696000000,219958827.93519703
1653609600000,205096744.96660265
1653523200000,209555369.85718092
1653436800000,219801139.27751225
1653350400000,186420081.01348567
1653264000000,248560108.0179809
1653177600000,189527082.3637104
1653091200000,209722591.14017135
1653004800000,198848086.4143847
1652918400000,189527082.3637104
1652832000000,208169090.46505892
1652745600000,228364599.24151996
1652659200000,254774110.7184304
1652572800000,189527082.3637104
1652486400000,219043595.19084564
1652400000000,236132102.61708185
1652313600000,209722591.14017135
1652227200000,225257597.8912952
1652140800000,226823707.2333046
1652054400000,229568645.3815663
1651968000000,229568645.3815663
1651881600000,211795588.96492895
1651795200000,210314500.9302092
1651708800000,232530821.4510059
1651622400000,216238853.06908828
1651536000000,222163205.20796743
1651449600000,236974085.5551653
1651363200000,247341701.7982037
1651276800000,222163205.20796743
1651190400000,222163205.20796743
1651104000000,195503620.58301136
1651017600000,243130347.4311681
1650931200000,196436589.85205528
1650844800000,227305196.82880685
1650758400000,239933263.31929612
1650672000000,228708315.3277501
1650585600000,189420997.35733905
1650499200000,237127026.3214096
1650412800000,224498959.8309204
1650326400000,173986693.86896327
1650240000000,188017878.85839576
1650153600000,231514552.3256366
1650067200000,188017878.85839576
1649980800000,221692722.83303383
1649894400000,194492275.55499536
1649808000000,198950531.06279945
1649721600000,217424508.94720227
1649635200000,194687305.39716807
1649548800000,198950531.06279945
1649462400000,217424508.94720227
1649376000000,190424079.73153663
1649289600000,196108380.6190452
1649203200000,213161283.28157085
1649116800000,206055907.1721852
1649030400000,224529885.056588
1648944000000,197529455.84092236
1648857600000,191845154.95341375
1648771200000,200371606.28467655
1648684800000,194247387.85170585
1648598400000,184232002.723389
1648512000000,206066906.74986476
1648425600000,216984358.7631026
1648339200000,178773276.7167701
1648252800000,219713721.76641208
1648166400000,212890314.2581384
1648080000000,195149454.7366269
1647993600000,197878817.73993632
1647907200000,203337543.74655527
1647820800000,208796269.7531742
1647734400000,210160951.25482893
1647648000000,211525632.75648364
1647561600000,195149454.7366269
1647475200000,217523034.5085692
1647388800000,212277837.6262793
1647302400000,190365286.6455021
1647216000000,209538768.75368217
1647129600000,206799699.88108504
1647043200000,213647372.0625779
1646956800000,188995752.20920357
1646870400000,198582493.2632936
1646784000000,188995752.20920357
1646697600000,202691096.5721893
1646611200000,202691096.5721893
1646524800000,179409011.15511352
1646438400000,168452735.66472492
1646352000000,190365286.6455021
1646265600000,204908164.05639085
1646179200000,189074638.2697972
1646092800000,225221260.29196423
1646006400000,214099222.7466821
1645920000000,189074638.2697972
1645833600000,173781836.64503416
1645747200000,186294128.8834766
1645660800000,183513619.49715608
1645574400000,208538203.974041
1645488000000,211318713.36036152
1645401600000,171001327.25871363
1645315200000,200196675.81507933
1645228800000,207147949.28088072
1645142400000,186294128.8834766
1645056000000,213256529.5453799
1644969600000,206979740.54057044
1644883200000,232188811.50384504
1644796800000,202999360.9147902
1644710400000,209633326.9577572
1644624000000,248110330.00696588
1644537600000,188404635.6202628
1644451200000,195038601.66322985
1644364800000,185751049.203076
1644278400000,204326154.12338364
1644192000000,180443876.3687024
1644105600000,206979740.54057044
1644019200000,157888391.82261464
1643932800000,172445464.54596007
1643846400000,194692668.66549557
1643760000000,202639308.20286277
1643673600000,203963748.12575728
1643587200000,189394908.97391748
1643500800000,193368228.74260104
1643414400000,197341548.51128465
1643328000000,203963748.12575728
1643241600000,173501629.89918315
1643155200000,172177189.9762886
1643068800000,201314868.2799682
1642982400000,198665988.4341792
1642896000000,186746029.1281284
1642809600000,177474949.66786668
1642723200000,175442615.30802113
1642636800000,204748985.4795144
1642550400000,209595115.3133491
1642464000000,164768414.35037845
1642377600000,195056725.81184512
1642291200000,212018180.23026645
1642204800000,201114388.1041385
1642118400000,192633660.89492777
1642032000000,216864310.0641011
1641945600000,168403011.72575447
1641859200000,191422128.4364691
1641772800000,172037609.10113046
1641686400000,170826076.6426718
1641600000000,174242949.24269608
1641513600000,168921783.5353667
1641427200000,176161288.5440253
1641340800000,180987625.21646437
1641254400000,177367872.71213505
1641168000000,168921783.5353667
1641081600000,190640298.56134245
1640995200000,207532476.9148791
1640908800000,179781041.0483546
1640822400000,143583516.00506175
1640736000000,174954704.37591556
1640649600000,161682278.52670813
1640563200000,178574456.88024485
1640476800000,161682278.52670813
1640390400000,177149566.7855162
1640304000000,181615890.175461
1640217600000,182818644.4150336
1640131200000,178007627.4567432
1640044800000,193643432.5711869
1639958400000,173196610.49845287
1639872000000,179210381.69631582
1639785600000,153952542.66529143
1639699200000,179210381.69631582
