Open Time,Open,High,Low,Close,Volumn,Close Time,Quote Asset Volumn,Number of Trades,Taker Buy Base Asset Volumn,Taker Buy Quote Asset Volumn,Ignore,Date Time
1622505600000,37253.82,41330.0,28805.0,35045.0,2901775.305923,1625097599999,102481507278.7312,55904176,1425168.576256,50359134715.68895,0.0,2021-06-01 00:00:00+00:00
1625097600000,35045.0,42448.0,29278.0,41461.83,1778463.264837,1627775999999,61788476064.5392,40228107,880515.381564,30622814623.34477,0.0,2021-07-01 00:00:00+00:00
1627776000000,41461.84,50500.0,37332.7,47100.89,1635402.874245,1630454399999,73756799190.98482,51659027,817214.788184,36878130953.49746,0.0,2021-08-01 00:00:00+00:00
1630454400000,47100.89,52920.0,39600.0,43824.1,1527799.510768,1633046399999,70114825134.22693,41915331,747864.237486,34352902994.425034,0.0,2021-09-01 00:00:00+00:00
1633046400000,43820.01,67000.0,43283.03,61299.8,1565556.292623,1635724799999,90057212588.12694,49815374,782372.076228,45002009955.66512,0.0,2021-10-01 00:00:00+00:00
1635724800000,61299.81,69000.0,53256.64,56950.56,1291900.105248,1638316799999,78194635615.7968,45535890,634131.258709,38413077824.97192,0.0,2021-11-01 00:00:00+00:00
1638316800000,56950.56,59053.55,42000.3,46216.93,1233709.997548,1640995199999,60933534219.468254,38043621,598423.32802,29557697141.808453,0.0,2021-12-01 00:00:00+00:00
1640995200000,46216.93,47990.0,32917.17,38466.9,1279407.465721,1643673599999,51219874505.32576,34735027,630501.06261,25234823991.351982,0.0,2022-01-01 00:00:00+00:00
1643673600000,38466.9,45821.0,34322.28,43160.0,1253514.21906,1646092799999,50460034907.55031,32130539,622108.42894,25047022649.29553,0.0,2022-02-01 00:00:00+00:00
1646092800000,43160.0,48189.84,37155.0,45510.34,1501398.79591,1648771199999,62901992842.0886,36916545,741833.20011,31093329080.46691,0.0,2022-03-01 00:00:00+00:00
1648771200000,45510.35,47444.11,37578.2,37630.8,1267655.68178,1651363199999,52631184274.74229,30889436,623552.94801,25897322226.687,0.0,2022-04-01 00:00:00+00:00
1651363200000,37630.8,40023.77,26700.0,31801.04,2387839.680804,1654041599999,75083768066.54288,45431716,1157755.196737,36413700530.40493,0.0,2022-05-01 00:00:00+00:00
1654041600000,31801.05,31982.97,17622.0,19942.21,2816058.473226,1656633599999,66264559120.90303,43144553,1378710.910813,32401483987.7927,0.0,2022-06-01 00:00:00+00:00
1656633600000,19942.21,24668.0,18781.0,23293.32,4983278.5881,1659311999999,108467653397.87392,122560442,2494105.78689,54302856124.890465,0.0,2022-07-01 00:00:00+00:00
1659312000000,23296.36,25211.32,19520.0,20050.02,5692462.41571,1661990399999,127275534241.5204,181680670,2839304.162,63485900953.17243,0.0,2022-08-01 00:00:00+00:00
1661990400000,20048.44,22799.0,18125.98,19422.61,9838930.53657,1664582399999,194954443051.87833,175214455,4913376.72779,97381598711.45609,0.0,2022-09-01 00:00:00+00:00
1664582400000,19422.61,21085.0,18190.0,20490.74,7499121.81542,1667260799999,147758324643.9277,155718643,3743307.34274,73765350075.4073,0.0,2022-10-01 00:00:00+00:00
1667260800000,20490.74,21480.65,15476.0,17163.64,9127693.509065,1669852799999,163721792600.4427,204731238,4534847.298071,81354640325.59416,0.0,2022-11-01 00:00:00+00:00
1669852800000,17165.53,18387.95,16256.3,16542.4,5803833.88187,1672531199999,98636156444.71245,137340627,2881079.25106,48966559102.56376,0.0,2022-12-01 00:00:00+00:00
1672531200000,16541.77,23960.54,16499.01,23125.13,7977028.87801,1675209599999,164131402696.49188,195640242,3970265.23454,81703060328.83946,0.0,2023-01-01 00:00:00+00:00
