Open Time,Open,High,Low,Close,Volumn,Close Time,Quote Asset Volumn,Number of Trades,Taker Buy Base Asset Volumn,Taker Buy Quote Asset Volumn,Ignore,Date Time
1604448000000,14023.53,14259.0,13525.0,14144.01,93016.988262,1604534399999,1293872665.4179618,1212959,45333.661596,630831907.0732926,0.0,2020-11-04 00:00:00+00:00
1604534400000,14144.01,15750.0,14093.56,15590.02,143741.522673,1604620799999,2131865609.2908912,1736055,72196.127118,1071067716.594869,0.0,2020-11-05 00:00:00+00:00
1604620800000,15590.02,15960.0,15166.0,15579.92,122618.197695,1604707199999,1909660728.8229203,1654968,58528.760533,911733812.2792957,0.0,2020-11-06 00:00:00+00:00
1604707200000,15579.93,15753.52,14344.22,14818.3,101431.206553,1604793599999,1536510177.0914736,1557021,46204.870621,700220031.3003472,0.0,2020-11-07 00:00:00+00:00
1604793600000,14818.3,15650.0,14703.88,15475.1,65547.178574,1604879999999,998031373.8397804,998773,31175.660892,474978556.3893792,0.0,2020-11-08 00:00:00+00:00
1604880000000,15475.1,15840.0,14805.54,15328.41,108976.334134,1604966399999,1670447935.5141788,1505441,51350.446641,787324390.7670984,0.0,2020-11-09 00:00:00+00:00
1604966400000,15328.41,15460.0,15072.46,15297.21,61681.919606,1605052799999,943615126.0891505,1093466,28945.766567,442891690.0126002,0.0,2020-11-10 00:00:00+00:00
1605052800000,15297.21,15965.0,15272.68,15684.24,78469.746458,1605139199999,1226425496.3618553,1247167,40030.002173,625865373.3783411,0.0,2020-11-11 00:00:00+00:00
1605139200000,15684.25,16340.7,15440.64,16291.86,102196.356592,1605225599999,1628755508.6741984,1472049,50444.978874,804204066.4386283,0.0,2020-11-12 00:00:00+00:00
1605225600000,16291.85,16480.0,15952.35,16320.7,75691.881014,1605311999999,1230358611.1248891,1208773,35301.73094,574048021.7365239,0.0,2020-11-13 00:00:00+00:00
1605312000000,16320.04,16326.99,15670.0,16070.45,59116.347179,1605398399999,944765868.609419,931424,27724.767801,443001467.2233794,0.0,2020-11-14 00:00:00+00:00
1605398400000,16069.56,16180.0,15774.72,15957.0,43596.841513,1605484799999,696651729.7452534,854441,20853.270846,333239080.6418138,0.0,2020-11-15 00:00:00+00:00
1605484800000,15957.0,16880.0,15864.0,16713.57,81300.675924,1605571199999,1335728013.9057603,1202386,41370.213659,679593360.6495738,0.0,2020-11-16 00:00:00+00:00
1605571200000,16713.08,17858.82,16538.0,17659.38,115221.403102,1605657599999,1982752071.450512,1646652,58262.062597,1003081009.6160429,0.0,2020-11-17 00:00:00+00:00
1605657600000,17659.38,18476.93,17214.45,17776.12,149019.788134,1605743999999,2663337935.5002985,2091832,73412.736278,1312369471.6524818,0.0,2020-11-18 00:00:00+00:00
1605744000000,17777.75,18179.8,17335.65,17802.82,93009.561008,1605830399999,1656794228.8537636,1513304,45376.577851,808306886.9741908,0.0,2020-11-19 00:00:00+00:00
1605830400000,17802.81,18815.22,17740.04,18655.67,88423.018489,1605916799999,1623135138.5910714,1444692,43549.51207,799574963.8058717,0.0,2020-11-20 00:00:00+00:00
1605916800000,18655.66,18965.9,18308.58,18703.8,75577.458394,1606003199999,1413641591.284171,1451352,36788.094693,688352207.1131533,0.0,2020-11-21 00:00:00+00:00
1606003200000,18703.8,18750.0,17610.86,18414.43,81645.737778,1606089599999,1497662550.0540428,1528524,39164.42638,718709271.1371768,0.0,2020-11-22 00:00:00+00:00
1606089600000,18413.88,18766.0,18000.0,18368.0,82961.506093,1606175999999,1529064319.6694436,1629379,39611.360617,730350629.7170511,0.0,2020-11-23 00:00:00+00:00
1606176000000,18368.01,19418.97,18018.0,19160.01,113581.509241,1606262399999,2145301450.4579408,2179862,58179.200882,1098976481.1257048,0.0,2020-11-24 00:00:00+00:00
1606262400000,19160.0,19484.21,18500.27,18719.11,93266.576887,1606348799999,1774870796.2882328,1785408,44575.076758,848724583.3300526,0.0,2020-11-25 00:00:00+00:00
1606348800000,18718.83,18915.03,16188.0,17149.47,181005.246693,1606435199999,3127314143.1045747,2770483,84478.809131,1459155975.9531503,0.0,2020-11-26 00:00:00+00:00
