Open Time,Close,Volumn,return,log_return,direction,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag14,lag15,lag16,log_volumn_change,BTC Close,BTC return,BTC log_return
1504396800000,4509.08,691.216198,1.0082600276377751,0.008226100308568417,1.0,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,-0.008219488874826928,0.04793314240118538,0.018153529979108365,0.005958309583630625,-0.017351085545221176,-0.013053488973030332,0.007664600737572485,-0.04211286548365428,-0.2958160257620285,4509.08,1.0082600276377751,0.008226100308568417
1504483200000,4100.11,1394.644614,0.9093007886309402,-0.0950793389560895,-1.0,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,-0.008219488874826928,0.04793314240118538,0.018153529979108365,0.005958309583630625,-0.017351085545221176,-0.013053488973030332,0.007664600737572485,0.7019422529884033,4100.11,0.9093007886309402,-0.0950793389560895
1504569600000,4366.47,1228.938157,1.064964110718981,0.06294109973815225,1.0,-0.0950793389560895,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,-0.008219488874826928,0.04793314240118538,0.018153529979108365,0.005958309583630625,-0.017351085545221176,-0.013053488973030332,-0.12648911628236434,4366.47,1.064964110718981,0.06294109973815225
1504656000000,4619.77,807.363726,1.0580102462629997,0.05639001794781342,1.0,0.06294109973815225,-0.0950793389560895,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,-0.008219488874826928,0.04793314240118538,0.018153529979108365,0.005958309583630625,-0.017351085545221176,-0.4201315080441193,4619.77,1.0580102462629997,0.05639001794781342
1504742400000,4691.61,500.429975,1.0155505577117474,0.015430886827327768,1.0,0.05639001794781342,0.06294109973815225,-0.0950793389560895,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,-0.008219488874826928,0.04793314240118538,0.018153529979108365,0.005958309583630625,-0.4783066016066252,4691.61,1.0155505577117474,0.015430886827327768
1504828800000,4282.8,1132.255046,0.9128636011944727,-0.09116880582997182,-1.0,0.015430886827327768,0.05639001794781342,0.06294109973815225,-0.0950793389560895,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,-0.008219488874826928,0.04793314240118538,0.018153529979108365,0.8164988601622958,4282.8,0.9128636011944727,-0.09116880582997182
1504915200000,4258.81,658.782952,0.9943985243298777,-0.005617222767149364,-1.0,-0.09116880582997182,0.015430886827327768,0.05639001794781342,0.06294109973815225,-0.0950793389560895,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,-0.008219488874826928,0.04793314240118538,-0.5415724184234331,4258.81,0.9943985243298777,-0.005617222767149364
1505001600000,4130.37,660.373275,0.9698413406561925,-0.03062278719696231,-1.0,-0.005617222767149364,-0.09116880582997182,0.015430886827327768,0.05639001794781342,0.06294109973815225,-0.0950793389560895,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,-0.008219488874826928,0.0024111227129836993,4130.37,0.9698413406561925,-0.03062278719696231
1505088000000,4208.47,699.989065,1.0189087176209397,0.018732169875663014,1.0,-0.03062278719696231,-0.005617222767149364,-0.09116880582997182,0.015430886827327768,0.05639001794781342,0.06294109973815225,-0.0950793389560895,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.013172436845751336,0.05825947016393542,4208.47,1.0189087176209397,0.018732169875663014
1505174400000,4163.72,879.630319,0.9893666819532989,-0.010690255757263747,-1.0,0.018732169875663014,-0.03062278719696231,-0.005617222767149364,-0.09116880582997182,0.015430886827327768,0.05639001794781342,0.06294109973815225,-0.0950793389560895,0.008226100308568417,-0.07799547319489142,0.02301823420963648,0.036588014556291786,-0.007074588003020003,0.04475589733430969,0.017634732065271153,-0.006344088025697059,0.22843701367059685,4163.72,0.9893666819532989,-0.010690255757263747
