,MA_SLOW,MA_FAST,MA_SIGNAL,Multiple,Sharpe
729,3,22,1,8.503530811408336e-68,-1.2075834522982436
730,3,22,2,4.608118022215133e-09,-1.068070432181231
731,3,22,3,-1.0,9999.0
732,3,22,4,-1.0,9999.0
733,3,22,5,-1.0,9999.0
734,3,22,6,-1.0,9999.0
735,3,22,7,-1.0,9999.0
736,3,22,8,-1.0,9999.0
737,3,22,9,-1.0,9999.0
738,3,23,1,7.562169841851612e-68,-1.2079312544333383
739,3,23,2,4.134073573675557e-09,-1.0683466805309194
740,3,23,3,-1.0,9999.0
741,3,23,4,-1.0,9999.0
742,3,23,5,-1.0,9999.0
743,3,23,6,-1.0,9999.0
744,3,23,7,-1.0,9999.0
745,3,23,8,-1.0,9999.0
746,3,23,9,-1.0,9999.0
747,3,24,1,6.546657952134474e-68,-1.2082560077268656
748,3,24,2,5.3954895721001776e-09,-1.067722485969321
749,3,24,3,-1.0,9999.0
750,3,24,4,-1.0,9999.0
751,3,24,5,-1.0,9999.0
752,3,24,6,-1.0,9999.0
753,3,24,7,-1.0,9999.0
754,3,24,8,-1.0,9999.0
755,3,24,9,-1.0,9999.0
756,3,25,1,7.859406366231908e-68,-1.2082419227429286
757,3,25,2,7.357920785738452e-09,-1.0669508926989026
758,3,25,3,-1.0,9999.0
759,3,25,4,-1.0,9999.0
760,3,25,5,-1.0,9999.0
761,3,25,6,-1.0,9999.0
762,3,25,7,-1.0,9999.0
763,3,25,8,-1.0,9999.0
764,3,25,9,-1.0,9999.0
765,3,26,1,8.396851155981096e-68,-1.208310681544324
766,3,26,2,9.046643613437295e-09,-1.0664002930323535
767,3,26,3,-1.0,9999.0
768,3,26,4,-1.0,9999.0
769,3,26,5,-1.0,9999.0
770,3,26,6,-1.0,9999.0
771,3,26,7,-1.0,9999.0
772,3,26,8,-1.0,9999.0
773,3,26,9,-1.0,9999.0
774,3,27,1,5.94043259890243e-68,-1.2089125999446675
775,3,27,2,8.729571836330145e-09,-1.0665304591363318
776,3,27,3,-1.0,9999.0
777,3,27,4,-1.0,9999.0
778,3,27,5,-1.0,9999.0
779,3,27,6,-1.0,9999.0
780,3,27,7,-1.0,9999.0
781,3,27,8,-1.0,9999.0
782,3,27,9,-1.0,9999.0
783,3,28,1,5.592644150796432e-68,-1.209114490665255
784,3,28,2,9.62814532237256e-09,-1.0662651842545292
785,3,28,3,-1.0,9999.0
786,3,28,4,-1.0,9999.0
787,3,28,5,-1.0,9999.0
788,3,28,6,-1.0,9999.0
789,3,28,7,-1.0,9999.0
790,3,28,8,-1.0,9999.0
791,3,28,9,-1.0,9999.0
792,3,29,1,4.37585632582754e-68,-1.2096272566907382
793,3,29,2,7.950771707984658e-09,-1.0668223368858436
794,3,29,3,-1.0,9999.0
795,3,29,4,-1.0,9999.0
796,3,29,5,-1.0,9999.0
797,3,29,6,-1.0,9999.0
798,3,29,7,-1.0,9999.0
799,3,29,8,-1.0,9999.0
800,3,29,9,-1.0,9999.0
801,3,30,1,4.398206273285998e-68,-1.2097605454180622
802,3,30,2,9.930611971488444e-09,-1.0662152920210406
803,3,30,3,-1.0,9999.0
804,3,30,4,-1.0,9999.0
805,3,30,5,-1.0,9999.0
806,3,30,6,-1.0,9999.0
807,3,30,7,-1.0,9999.0
808,3,30,8,-1.0,9999.0
809,3,30,9,-1.0,9999.0
810,4,1,1,-1.0,9999.0
811,4,1,2,-1.0,9999.0
812,4,1,3,-1.0,9999.0
813,4,1,4,-1.0,9999.0
814,4,1,5,-1.0,9999.0
815,4,1,6,-1.0,9999.0
816,4,1,7,-1.0,9999.0
817,4,1,8,-1.0,9999.0
818,4,1,9,-1.0,9999.0
819,4,2,1,-1.0,9999.0
820,4,2,2,-1.0,9999.0
821,4,2,3,-1.0,9999.0
822,4,2,4,-1.0,9999.0
823,4,2,5,-1.0,9999.0
824,4,2,6,-1.0,9999.0
825,4,2,7,-1.0,9999.0
826,4,2,8,-1.0,9999.0
827,4,2,9,-1.0,9999.0
828,4,3,1,-1.0,9999.0
829,4,3,2,-1.0,9999.0
830,4,3,3,-1.0,9999.0
831,4,3,4,-1.0,9999.0
832,4,3,5,-1.0,9999.0
833,4,3,6,-1.0,9999.0
834,4,3,7,-1.0,9999.0
835,4,3,8,-1.0,9999.0
836,4,3,9,-1.0,9999.0
837,4,4,1,-1.0,9999.0
838,4,4,2,-1.0,9999.0
839,4,4,3,-1.0,9999.0
840,4,4,4,-1.0,9999.0
841,4,4,5,-1.0,9999.0
842,4,4,6,-1.0,9999.0
843,4,4,7,-1.0,9999.0
844,4,4,8,-1.0,9999.0
845,4,4,9,-1.0,9999.0
846,4,5,1,2.2401801310835703e-66,-1.1934720426023084
847,4,5,2,4.715593342555377e-10,-1.070544124571475
848,4,5,3,2.299979518047597e-08,-1.0641436242000974
849,4,5,4,-1.0,9999.0
850,4,5,5,-1.0,9999.0
851,4,5,6,-1.0,9999.0
852,4,5,7,-1.0,9999.0
853,4,5,8,-1.0,9999.0
854,4,5,9,-1.0,9999.0
855,4,6,1,2.3127363621376736e-66,-1.1960891354700494
856,4,6,2,1.2361698683113657e-09,-1.0696763220517012
857,4,6,3,9.477083402407011e-08,-1.0587917569698597
858,4,6,4,-1.0,9999.0
859,4,6,5,-1.0,9999.0
860,4,6,6,-1.0,9999.0
861,4,6,7,-1.0,9999.0
862,4,6,8,-1.0,9999.0
863,4,6,9,-1.0,9999.0
864,4,7,1,2.7667680963111685e-66,-1.197899878342707
865,4,7,2,1.6180860642188994e-09,-1.0697030927838855
866,4,7,3,1.7835640668237882e-07,-1.055869163039751
867,4,7,4,-1.0,9999.0
868,4,7,5,-1.0,9999.0
869,4,7,6,-1.0,9999.0
870,4,7,7,-1.0,9999.0
871,4,7,8,-1.0,9999.0
872,4,7,9,-1.0,9999.0
873,4,8,1,5.986826465860991e-66,-1.1982907049600993
874,4,8,2,5.457911235335206e-09,-1.0673855609328324
875,4,8,3,1.1241091711385466e-07,-1.0590403132908306
876,4,8,4,-1.0,9999.0
877,4,8,5,-1.0,9999.0
878,4,8,6,-1.0,9999.0
879,4,8,7,-1.0,9999.0
880,4,8,8,-1.0,9999.0
881,4,8,9,-1.0,9999.0
882,4,9,1,8.651579846587291e-66,-1.1987653997669225
883,4,9,2,7.849360985020195e-09,-1.0668417669267767
884,4,9,3,1.2595383217249764e-07,-1.0588321040738438
885,4,9,4,-1.0,9999.0
886,4,9,5,-1.0,9999.0
887,4,9,6,-1.0,9999.0
888,4,9,7,-1.0,9999.0
889,4,9,8,-1.0,9999.0
890,4,9,9,-1.0,9999.0
891,4,10,1,1.4650143083851554e-65,-1.199182100921959
892,4,10,2,1.5763757162095573e-08,-1.0649599372396314
893,4,10,3,1.356641723381024e-07,-1.0588833375005793
894,4,10,4,-1.0,9999.0
895,4,10,5,-1.0,9999.0
896,4,10,6,-1.0,9999.0
897,4,10,7,-1.0,9999.0
898,4,10,8,-1.0,9999.0
899,4,10,9,-1.0,9999.0
900,4,11,1,1.4054154599737842e-65,-1.200040570559164
901,4,11,2,1.698483649179805e-08,-1.0651126414221708
902,4,11,3,1.429384197205093e-07,-1.058841910976505
903,4,11,4,-1.0,9999.0
904,4,11,5,-1.0,9999.0
905,4,11,6,-1.0,9999.0
906,4,11,7,-1.0,9999.0
907,4,11,8,-1.0,9999.0
908,4,11,9,-1.0,9999.0
909,4,12,1,1.6474113615169602e-65,-1.2003561100021887
910,4,12,2,2.1139819036928692e-08,-1.064614338116039
911,4,12,3,2.7727580969129053e-07,-1.0549619372606382
912,4,12,4,-1.0,9999.0
913,4,12,5,-1.0,9999.0
914,4,12,6,-1.0,9999.0
915,4,12,7,-1.0,9999.0
916,4,12,8,-1.0,9999.0
917,4,12,9,-1.0,9999.0
918,4,13,1,2.1227441358562305e-65,-1.2005172464032192
919,4,13,2,2.472205694680613e-08,-1.0642352661045065
920,4,13,3,3.6717077932032186e-07,-1.0532191642043716
921,4,13,4,-1.0,9999.0
922,4,13,5,-1.0,9999.0
923,4,13,6,-1.0,9999.0
924,4,13,7,-1.0,9999.0
925,4,13,8,-1.0,9999.0
926,4,13,9,-1.0,9999.0
927,4,14,1,2.502486363518967e-65,-1.2007117020691234
928,4,14,2,2.499405957537767e-08,-1.0643329753095643
929,4,14,3,3.283820482269943e-07,-1.0541953184137416
930,4,14,4,-1.0,9999.0
931,4,14,5,-1.0,9999.0
932,4,14,6,-1.0,9999.0
933,4,14,7,-1.0,9999.0
934,4,14,8,-1.0,9999.0
935,4,14,9,-1.0,9999.0
936,4,15,1,2.6955292257932707e-65,-1.2010222745867618
937,4,15,2,2.5420933627841012e-08,-1.0644493178634962
938,4,15,3,5.11416595692248e-07,-1.0510760348555128
939,4,15,4,-1.0,9999.0
940,4,15,5,-1.0,9999.0
941,4,15,6,-1.0,9999.0
942,4,15,7,-1.0,9999.0
943,4,15,8,-1.0,9999.0
944,4,15,9,-1.0,9999.0
945,4,16,1,3.0718392866042682e-65,-1.2011075213727895
946,4,16,2,1.930898954068517e-08,-1.065563439046076
947,4,16,3,4.219533040431152e-07,-1.0527465410906958
948,4,16,4,-1.0,9999.0
949,4,16,5,-1.0,9999.0
950,4,16,6,-1.0,9999.0
951,4,16,7,-1.0,9999.0
952,4,16,8,-1.0,9999.0
953,4,16,9,-1.0,9999.0
954,4,17,1,4.028040606187222e-65,-1.2009606803703128
955,4,17,2,1.4817099419477529e-08,-1.0665179649653895
956,4,17,3,4.91530077262012e-07,-1.0516147247271546
957,4,17,4,-1.0,9999.0
958,4,17,5,-1.0,9999.0
959,4,17,6,-1.0,9999.0
960,4,17,7,-1.0,9999.0
961,4,17,8,-1.0,9999.0
962,4,17,9,-1.0,9999.0
963,4,18,1,4.801003796475124e-65,-1.2009509230413804
964,4,18,2,1.6850985374893773e-08,-1.0662009054673058
965,4,18,3,4.774448889214291e-07,-1.0519532661982987
966,4,18,4,-1.0,9999.0
967,4,18,5,-1.0,9999.0
968,4,18,6,-1.0,9999.0
969,4,18,7,-1.0,9999.0
970,4,18,8,-1.0,9999.0
971,4,18,9,-1.0,9999.0
972,4,19,1,4.536245791145076e-65,-1.2012811210823955
973,4,19,2,2.4570229758979767e-08,-1.0649922736054616
974,4,19,3,4.023305691210368e-07,-1.0533460074149419
975,4,19,4,-1.0,9999.0
976,4,19,5,-1.0,9999.0
977,4,19,6,-1.0,9999.0
978,4,19,7,-1.0,9999.0
979,4,19,8,-1.0,9999.0
980,4,19,9,-1.0,9999.0
981,4,20,1,4.42311822085127e-65,-1.2014359412487883
982,4,20,2,2.466464090417055e-08,-1.0650432849000835
983,4,20,3,5.249503114350638e-07,-1.0514347486183213
984,4,20,4,-1.0,9999.0
985,4,20,5,-1.0,9999.0
986,4,20,6,-1.0,9999.0
987,4,20,7,-1.0,9999.0
988,4,20,8,-1.0,9999.0
989,4,20,9,-1.0,9999.0
990,4,21,1,5.6094482055995115e-65,-1.2013620182918807
991,4,21,2,2.905417367086552e-08,-1.0644650168157752
992,4,21,3,4.560914708109315e-07,-1.0526188803804526
993,4,21,4,-1.0,9999.0
994,4,21,5,-1.0,9999.0
995,4,21,6,-1.0,9999.0
996,4,21,7,-1.0,9999.0
997,4,21,8,-1.0,9999.0
998,4,21,9,-1.0,9999.0
999,4,22,1,4.881675081525247e-65,-1.20168491958009
1000,4,22,2,4.074005331653801e-08,-1.063155713203083
1001,4,22,3,4.178720577616943e-07,-1.0533955928742338
1002,4,22,4,-1.0,9999.0
1003,4,22,5,-1.0,9999.0
1004,4,22,6,-1.0,9999.0
1005,4,22,7,-1.0,9999.0
1006,4,22,8,-1.0,9999.0
1007,4,22,9,-1.0,9999.0
1008,4,23,1,6.09337797800553e-65,-1.2014405885563666
1009,4,23,2,3.684447438751453e-08,-1.0636286244155813
1010,4,23,3,2.84572951184964e-07,-1.0562392197890946
1011,4,23,4,-1.0,9999.0
1012,4,23,5,-1.0,9999.0
1013,4,23,6,-1.0,9999.0
1014,4,23,7,-1.0,9999.0
1015,4,23,8,-1.0,9999.0
1016,4,23,9,-1.0,9999.0
1017,4,24,1,6.763577444766725e-65,-1.2014184487171384
1018,4,24,2,6.434402238431727e-08,-1.0611758868035799
1019,4,24,3,3.9311341114516307e-07,-1.0539741927290402
1020,4,24,4,-1.0,9999.0
1021,4,24,5,-1.0,9999.0
1022,4,24,6,-1.0,9999.0
1023,4,24,7,-1.0,9999.0
1024,4,24,8,-1.0,9999.0
1025,4,24,9,-1.0,9999.0
1026,4,25,1,8.413347760421976e-65,-1.2012726485173215
1027,4,25,2,9.623376939197229e-08,-1.0592328905302313
1028,4,25,3,2.9091128153884143e-07,-1.0561194759211783
1029,4,25,4,-1.0,9999.0
1030,4,25,5,-1.0,9999.0
1031,4,25,6,-1.0,9999.0
1032,4,25,7,-1.0,9999.0
1033,4,25,8,-1.0,9999.0
1034,4,25,9,-1.0,9999.0
1035,4,26,1,8.275254177000633e-65,-1.2013380852561608
1036,4,26,2,9.94412614692289e-08,-1.0591058041741457
1037,4,26,3,2.870955911467075e-07,-1.056189470378881
1038,4,26,4,-1.0,9999.0
1039,4,26,5,-1.0,9999.0
1040,4,26,6,-1.0,9999.0
1041,4,26,7,-1.0,9999.0
1042,4,26,8,-1.0,9999.0
1043,4,26,9,-1.0,9999.0
1044,4,27,1,8.731892897332303e-65,-1.2013448563952622
1045,4,27,2,7.706232505467032e-08,-1.0604436473789367
1046,4,27,3,2.941916239261165e-07,-1.0560534038749851
1047,4,27,4,-1.0,9999.0
1048,4,27,5,-1.0,9999.0
1049,4,27,6,-1.0,9999.0
1050,4,27,7,-1.0,9999.0
1051,4,27,8,-1.0,9999.0
1052,4,27,9,-1.0,9999.0
1053,4,28,1,8.263962881694971e-65,-1.2015766106392602
1054,4,28,2,7.792251315485508e-08,-1.0603955295777325
1055,4,28,3,3.139880987409432e-07,-1.0555864767601413
1056,4,28,4,-1.0,9999.0
1057,4,28,5,-1.0,9999.0
1058,4,28,6,-1.0,9999.0
1059,4,28,7,-1.0,9999.0
1060,4,28,8,-1.0,9999.0
1061,4,28,9,-1.0,9999.0
1062,4,29,1,7.217671515636137e-65,-1.2018311186203068
1063,4,29,2,7.399697294985862e-08,-1.0606800935952825
1064,4,29,3,2.9748136669163154e-07,-1.0561049787421257
1065,4,29,4,-1.0,9999.0
1066,4,29,5,-1.0,9999.0
1067,4,29,6,-1.0,9999.0
1068,4,29,7,-1.0,9999.0
1069,4,29,8,-1.0,9999.0
1070,4,29,9,-1.0,9999.0
1071,4,30,1,9.670803386118038e-65,-1.201514531575529
1072,4,30,2,8.454561086505305e-08,-1.0600959142358213
1073,4,30,3,3.4436088636809996e-07,-1.0550928242842945
1074,4,30,4,-1.0,9999.0
1075,4,30,5,-1.0,9999.0
1076,4,30,6,-1.0,9999.0
1077,4,30,7,-1.0,9999.0
1078,4,30,8,-1.0,9999.0
1079,4,30,9,-1.0,9999.0
1080,5,1,1,-1.0,9999.0
1081,5,1,2,-1.0,9999.0
1082,5,1,3,-1.0,9999.0
1083,5,1,4,-1.0,9999.0
1084,5,1,5,-1.0,9999.0
1085,5,1,6,-1.0,9999.0
1086,5,1,7,-1.0,9999.0
1087,5,1,8,-1.0,9999.0
1088,5,1,9,-1.0,9999.0
1089,5,2,1,-1.0,9999.0
1090,5,2,2,-1.0,9999.0
1091,5,2,3,-1.0,9999.0
1092,5,2,4,-1.0,9999.0
1093,5,2,5,-1.0,9999.0
1094,5,2,6,-1.0,9999.0
1095,5,2,7,-1.0,9999.0
1096,5,2,8,-1.0,9999.0
1097,5,2,9,-1.0,9999.0
1098,5,3,1,-1.0,9999.0
1099,5,3,2,-1.0,9999.0
1100,5,3,3,-1.0,9999.0
1101,5,3,4,-1.0,9999.0
1102,5,3,5,-1.0,9999.0
1103,5,3,6,-1.0,9999.0
1104,5,3,7,-1.0,9999.0
1105,5,3,8,-1.0,9999.0
1106,5,3,9,-1.0,9999.0
1107,5,4,1,-1.0,9999.0
1108,5,4,2,-1.0,9999.0
1109,5,4,3,-1.0,9999.0
1110,5,4,4,-1.0,9999.0
1111,5,4,5,-1.0,9999.0
1112,5,4,6,-1.0,9999.0
1113,5,4,7,-1.0,9999.0
1114,5,4,8,-1.0,9999.0
1115,5,4,9,-1.0,9999.0
1116,5,5,1,-1.0,9999.0
1117,5,5,2,-1.0,9999.0
1118,5,5,3,-1.0,9999.0
1119,5,5,4,-1.0,9999.0
1120,5,5,5,-1.0,9999.0
1121,5,5,6,-1.0,9999.0
1122,5,5,7,-1.0,9999.0
1123,5,5,8,-1.0,9999.0
1124,5,5,9,-1.0,9999.0
1125,5,6,1,1.1349030801178499e-65,-1.197245933908431
1126,5,6,2,6.4682634492139774e-09,-1.0671910223248804
1127,5,6,3,1.6984001992058284e-07,-1.0568649319438495
1128,5,6,4,1.2505359421118025e-07,-1.06064436440098
1129,5,6,5,-1.0,9999.0
1130,5,6,6,-1.0,9999.0
1131,5,6,7,-1.0,9999.0
1132,5,6,8,-1.0,9999.0
1133,5,6,9,-1.0,9999.0
1134,5,7,1,3.2653459774683643e-65,-1.19762003593123
1135,5,7,2,1.709848086419209e-08,-1.0648821507597175
1136,5,7,3,1.6114011833793735e-07,-1.057879199655462
1137,5,7,4,6.07535959974598e-07,-1.0505694860445365
1138,5,7,5,-1.0,9999.0
1139,5,7,6,-1.0,9999.0
1140,5,7,7,-1.0,9999.0
1141,5,7,8,-1.0,9999.0
1142,5,7,9,-1.0,9999.0
1143,5,8,1,7.79186408138897e-65,-1.1975839807448527
1144,5,8,2,3.513003101256155e-08,-1.0626330902841734
1145,5,8,3,1.945424918196837e-07,-1.0573639354039908
1146,5,8,4,8.15756475125793e-07,-1.0485611506936203
1147,5,8,5,-1.0,9999.0
1148,5,8,6,-1.0,9999.0
1149,5,8,7,-1.0,9999.0
1150,5,8,8,-1.0,9999.0
1151,5,8,9,-1.0,9999.0
1152,5,9,1,1.8408057868931517e-64,-1.1973376743571613
1153,5,9,2,3.826289651555959e-08,-1.0627536400350688
1154,5,9,3,2.440383867086335e-07,-1.0562739735271662
1155,5,9,4,1.2629984709880059e-06,-1.0451346044307672
1156,5,9,5,-1.0,9999.0
1157,5,9,6,-1.0,9999.0
1158,5,9,7,-1.0,9999.0
1159,5,9,8,-1.0,9999.0
1160,5,9,9,-1.0,9999.0
1161,5,10,1,3.22652809332829e-64,-1.1971568397882706
1162,5,10,2,3.2008382560692216e-08,-1.063777066081167
1163,5,10,3,6.9022139039461e-07,-1.048975491037343
1164,5,10,4,1.1720535466246307e-06,-1.0462874484731262
1165,5,10,5,-1.0,9999.0
1166,5,10,6,-1.0,9999.0
1167,5,10,7,-1.0,9999.0
1168,5,10,8,-1.0,9999.0
1169,5,10,9,-1.0,9999.0
1170,5,11,1,6.939121147548924e-64,-1.1967112477720987
1171,5,11,2,4.465350655239361e-08,-1.0628019414318763
1172,5,11,3,6.729596962715955e-07,-1.0494734626816682
1173,5,11,4,1.253830949767799e-06,-1.0459542685827552
1174,5,11,5,-1.0,9999.0
1175,5,11,6,-1.0,9999.0
1176,5,11,7,-1.0,9999.0
1177,5,11,8,-1.0,9999.0
1178,5,11,9,-1.0,9999.0
1179,5,12,1,1.37297488483099e-63,-1.1961449434920677
1180,5,12,2,2.856015740342167e-08,-1.0649036230234488
1181,5,12,3,1.197568013435073e-06,-1.0445483052785982
1182,5,12,4,1.1132835150019448e-06,-1.0472914158491338
1183,5,12,5,-1.0,9999.0
1184,5,12,6,-1.0,9999.0
1185,5,12,7,-1.0,9999.0
1186,5,12,8,-1.0,9999.0
1187,5,12,9,-1.0,9999.0
1188,5,13,1,2.126456679471524e-63,-1.1960628459394682
1189,5,13,2,4.4500698507894e-08,-1.0632960857942249
1190,5,13,3,7.905415296069277e-07,-1.0486201417524075
1191,5,13,4,1.4659369998520392e-06,-1.0447967289009668
1192,5,13,5,-1.0,9999.0
1193,5,13,6,-1.0,9999.0
1194,5,13,7,-1.0,9999.0
1195,5,13,8,-1.0,9999.0
1196,5,13,9,-1.0,9999.0
1197,5,14,1,3.923996978712037e-63,-1.1955127586904493
1198,5,14,2,4.245372986405309e-08,-1.0636901899708224
1199,5,14,3,8.589432995802141e-07,-1.0481500428334134
1200,5,14,4,1.849144046390519e-06,-1.0425582225152277
1201,5,14,5,-1.0,9999.0
1202,5,14,6,-1.0,9999.0
1203,5,14,7,-1.0,9999.0
1204,5,14,8,-1.0,9999.0
1205,5,14,9,-1.0,9999.0
1206,5,15,1,6.123953448572042e-63,-1.19518483510025
1207,5,15,2,7.885950399331088e-08,-1.0610244598992011
1208,5,15,3,1.0016159621093146e-06,-1.0469379670536596
1209,5,15,4,1.6728020552916314e-06,-1.0438391517511654
1210,5,15,5,-1.0,9999.0
1211,5,15,6,-1.0,9999.0
1212,5,15,7,-1.0,9999.0
1213,5,15,8,-1.0,9999.0
1214,5,15,9,-1.0,9999.0
1215,5,16,1,5.665067606062853e-63,-1.195621698207006
1216,5,16,2,1.0348560980121829e-07,-1.0597700625511675
1217,5,16,3,8.798694086550857e-07,-1.0482784030374788
1218,5,16,4,2.077087746748722e-06,-1.0416219021058486
1219,5,16,5,-1.0,9999.0
1220,5,16,6,-1.0,9999.0
1221,5,16,7,-1.0,9999.0
1222,5,16,8,-1.0,9999.0
1223,5,16,9,-1.0,9999.0
1224,5,17,1,8.963828135353808e-63,-1.195214833095024
1225,5,17,2,1.41782224375839e-07,-1.0581040089155538
1226,5,17,3,5.452978910358212e-07,-1.0524361071107171
1227,5,17,4,1.6237550142596993e-06,-1.044382818019873
1228,5,17,5,-1.0,9999.0
1229,5,17,6,-1.0,9999.0
1230,5,17,7,-1.0,9999.0
1231,5,17,8,-1.0,9999.0
1232,5,17,9,-1.0,9999.0
1233,5,18,1,1.2144331810393605e-62,-1.1949274607036076
1234,5,18,2,1.097368259737029e-07,-1.0596609312595728
1235,5,18,3,5.256360371107146e-07,-1.0528308707253249
1236,5,18,4,2.1369290582043276e-06,-1.0414867878625136
1237,5,18,5,-1.0,9999.0
1238,5,18,6,-1.0,9999.0
1239,5,18,7,-1.0,9999.0
1240,5,18,8,-1.0,9999.0
1241,5,18,9,-1.0,9999.0
1242,5,19,1,1.5718910836378555e-62,-1.1947155221925514
1243,5,19,2,1.029436158419514e-07,-1.06007167663932
1244,5,19,3,5.607584808703429e-07,-1.0523417643535131
1245,5,19,4,2.343105060755813e-06,-1.0405242848589635
1246,5,19,5,-1.0,9999.0
1247,5,19,6,-1.0,9999.0
1248,5,19,7,-1.0,9999.0
1249,5,19,8,-1.0,9999.0
1250,5,19,9,-1.0,9999.0
1251,5,20,1,1.942935084443984e-62,-1.1945678772640016
1252,5,20,2,7.856045589921718e-08,-1.0615250317770843
1253,5,20,3,5.255506822395195e-07,-1.052921053446296
1254,5,20,4,4.00244696343367e-06,-1.0341605886229606
1255,5,20,5,-1.0,9999.0
1256,5,20,6,-1.0,9999.0
1257,5,20,7,-1.0,9999.0
1258,5,20,8,-1.0,9999.0
1259,5,20,9,-1.0,9999.0
1260,5,21,1,3.1785947566650407e-62,-1.1940943075561388
1261,5,21,2,7.248167239009552e-08,-1.0620201884790144
1262,5,21,3,5.547440450125997e-07,-1.0525567260781405
1263,5,21,4,6.935618182937871e-06,-1.026624882258147
1264,5,21,5,-1.0,9999.0
1265,5,21,6,-1.0,9999.0
1266,5,21,7,-1.0,9999.0
1267,5,21,8,-1.0,9999.0
1268,5,21,9,-1.0,9999.0
1269,5,22,1,3.900828109093768e-62,-1.1938589378680242
1270,5,22,2,8.910281778802093e-08,-1.061033362102352
1271,5,22,3,6.945949703130027e-07,-1.0507908609365761
1272,5,22,4,1.0237627606622353e-05,-1.0205741150275396
1273,5,22,5,-1.0,9999.0
1274,5,22,6,-1.0,9999.0
1275,5,22,7,-1.0,9999.0
1276,5,22,8,-1.0,9999.0
1277,5,22,9,-1.0,9999.0
1278,5,23,1,4.531913088656497e-62,-1.1936879939897593
1279,5,23,2,1.253730789921197e-07,-1.0592980117694766
1280,5,23,3,9.578159156229118e-07,-1.0480815190372175
1281,5,23,4,9.591606177252742e-06,-1.0217408556672527
1282,5,23,5,-1.0,9999.0
1283,5,23,6,-1.0,9999.0
1284,5,23,7,-1.0,9999.0
1285,5,23,8,-1.0,9999.0
1286,5,23,9,-1.0,9999.0
1287,5,24,1,4.474151583194232e-62,-1.1938080812087892
1288,5,24,2,1.6121106165610927e-07,-1.0578720526943661
1289,5,24,3,1.1845729823621848e-06,-1.0461126279296533
1290,5,24,4,9.718973085328408e-06,-1.021592456530092
1291,5,24,5,-1.0,9999.0
1292,5,24,6,-1.0,9999.0
1293,5,24,7,-1.0,9999.0
1294,5,24,8,-1.0,9999.0
1295,5,24,9,-1.0,9999.0
1296,5,25,1,4.847358681027404e-62,-1.1937600483523878
1297,5,25,2,1.2724423493824095e-07,-1.0592913642423083
1298,5,25,3,9.232585971344889e-07,-1.0484601220008078
1299,5,25,4,1.0862058191583188e-05,-1.0198877978251801
1300,5,25,5,-1.0,9999.0
1301,5,25,6,-1.0,9999.0
1302,5,25,7,-1.0,9999.0
1303,5,25,8,-1.0,9999.0
1304,5,25,9,-1.0,9999.0
1305,5,26,1,5.92260776389176e-62,-1.1935941134226065
1306,5,26,2,1.0370576155350917e-07,-1.0605039355677528
1307,5,26,3,1.2927110451965558e-06,-1.045324770355672
1308,5,26,4,1.3782253157365316e-05,-1.0158463655473753
1309,5,26,5,-1.0,9999.0
1310,5,26,6,-1.0,9999.0
1311,5,26,7,-1.0,9999.0
1312,5,26,8,-1.0,9999.0
1313,5,26,9,-1.0,9999.0
1314,5,27,1,7.7386621132791425e-62,-1.1933411201819362
1315,5,27,2,7.405584284419729e-08,-1.0622462312437237
1316,5,27,3,2.256217317541796e-06,-1.039490293420503
1317,5,27,4,1.2328353281515934e-05,-1.0177329925521346
1318,5,27,5,-1.0,9999.0
1319,5,27,6,-1.0,9999.0
1320,5,27,7,-1.0,9999.0
1321,5,27,8,-1.0,9999.0
1322,5,27,9,-1.0,9999.0
1323,5,28,1,7.942838940020292e-62,-1.193396174202478
1324,5,28,2,5.928286710248749e-08,-1.0633466158343161
1325,5,28,3,2.083819615260623e-06,-1.0404381366533895
1326,5,28,4,8.323146979930723e-06,-1.0243022034820957
1327,5,28,5,-1.0,9999.0
1328,5,28,6,-1.0,9999.0
1329,5,28,7,-1.0,9999.0
1330,5,28,8,-1.0,9999.0
1331,5,28,9,-1.0,9999.0
1332,5,29,1,1.1182348770395091e-61,-1.1929884324244142
1333,5,29,2,6.035556790432516e-08,-1.0633225358471372
1334,5,29,3,2.0353412734821954e-06,-1.0408609847495718
1335,5,29,4,7.937584274888054e-06,-1.0250509308543672
1336,5,29,5,-1.0,9999.0
1337,5,29,6,-1.0,9999.0
1338,5,29,7,-1.0,9999.0
1339,5,29,8,-1.0,9999.0
1340,5,29,9,-1.0,9999.0
1341,5,30,1,1.1409811074541236e-61,-1.19296621189431
1342,5,30,2,7.179925212872408e-08,-1.0625674652840367
1343,5,30,3,2.53864173616219e-06,-1.0384047487966503
1344,5,30,4,9.666326269272833e-06,-1.0219952258935117
1345,5,30,5,-1.0,9999.0
1346,5,30,6,-1.0,9999.0
1347,5,30,7,-1.0,9999.0
1348,5,30,8,-1.0,9999.0
1349,5,30,9,-1.0,9999.0
1350,6,1,1,-1.0,9999.0
1351,6,1,2,-1.0,9999.0
1352,6,1,3,-1.0,9999.0
1353,6,1,4,-1.0,9999.0
1354,6,1,5,-1.0,9999.0
1355,6,1,6,-1.0,9999.0
1356,6,1,7,-1.0,9999.0
1357,6,1,8,-1.0,9999.0
1358,6,1,9,-1.0,9999.0
1359,6,2,1,-1.0,9999.0
1360,6,2,2,-1.0,9999.0
1361,6,2,3,-1.0,9999.0
1362,6,2,4,-1.0,9999.0
