,open,symbol,type,profit,cost,balance,cumsum_long_profit,cumsum_short_profit,cumsum_trading_cost
2783,1634544000000.0,FTMUSDT,long,158.80872138566602,6.900511351002983,86910.13860241414,5557.224772845903,,24069.883691377356
2784,1634544000000.0,1000SHIBUSDT,long,478.307591053826,6.900511351002983,87388.44619346797,6035.53236389973,,24076.78420272836
2785,1634544000000.0,ANKRUSDT,short,-887.1433344548565,6.900511351002983,86501.30285901311,,-19534.22950488659,24083.68471407936
2786,1634544000000.0,FLMUSDT,short,76.6449166483894,6.900511351002983,86577.94777566151,,-19457.5845882382,24090.585225430365
2787,1634544000000.0,XLMUSDT,short,70.54630515856806,6.900511351002983,86648.49408082008,,-19387.03828307963,24097.485736781367
2788,1634544000000.0,BNBUSDT,short,-282.96651720047026,6.900511351002983,86365.5275636196,,-19670.0048002801,24104.38624813237
2789,1634544000000.0,MATICUSDT,short,156.11720541257847,6.900511351002983,86521.64476903218,,-19513.887594867523,24111.286759483373
2790,1634587200000.0,OMGUSDT,long,-35.97683744262783,6.921731581522574,86485.66793158955,5999.555526457102,,24118.208491064895
2791,1634587200000.0,STMXUSDT,long,-54.72374526606965,6.921731581522574,86430.94418632348,5944.831781191033,,24125.130222646418
2792,1634587200000.0,DOGEUSDT,long,-16.011241315226876,6.921731581522574,86414.93294500826,5928.820539875806,,24132.05195422794
2793,1634587200000.0,1INCHUSDT,long,335.55455573953964,6.921731581522574,86750.4875007478,6264.375095615346,,24138.973685809462
2794,1634587200000.0,BNBUSDT,long,70.55927252412147,6.921731581522574,86821.04677327191,6334.934368139468,,24145.895417390984
2795,1634587200000.0,REEFUSDT,short,-385.2259065690532,6.921731581522574,86435.82086670285,,-19899.113501436575,24152.817148972506
2796,1634587200000.0,SKLUSDT,short,319.60171134686215,6.921731581522574,86755.4225780497,,-19579.511790089713,24159.73888055403
2797,1634587200000.0,BTCUSDT,short,-26.248893955910155,6.921731581522574,86729.1736840938,,-19605.760684045625,24166.66061213555
2798,1634587200000.0,ONEUSDT,short,-750.6818765732909,6.921731581522574,85978.4918075205,,-20356.442560618914,24173.582343717073
